brand,facility_type_raw,name,address,lon,lat,facility_type,source_path,geocode_source,geocode_status,facility_id,coord_valid
sk,대리점,㈜전북광유,전북 익산시 평화동 236-2,126.944103328692,35.931792318996145,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_gimi9,ok,F000079,True
sk,대리점,㈜중앙에너비스,서울 용산구 한남동 707-55,127.00631367708732,37.536121888546354,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_gimi9,ok,F000080,True
sk,대리점,㈜진주광유,경남 진주시 상평동 165-1,128.11752425820734,35.17099891761018,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_gimi9,ok,F000081,True
sk,대리점,㈜풍원석유,서울시 종로구 신문로1가 고려빌딩 411호,,,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_naver,Naver 결과 없음,F000082,False
sk,대리점,㈜한유에너지,서울 관악구 봉천동 1679-21 번지,126.9589164,37.4791671,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_naver,ok,F000083,True
sk,대리점,㈜한유에너지,서울 관악구 행운동 1679-30,126.95916452593708,37.47909143314145,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_gimi9,ok,F000084,True
sk,대리점,㈜해월에너지,경기도 수원시 영통구 원천동 294-1,127.06816324163762,37.26792330294504,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_gimi9,ok,F000085,True
sk,대리점,가나다가스충전소,충남 부여군 부여읍 석목리 131-1,126.93460187638992,36.28034688594487,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_gimi9,ok,F000086,True
sk,대리점,가나안LPG충전소,충북 괴산군 증평읍 연탄리 508-2,127.56895501952933,36.78897928104392,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_gimi9,ok,F000087,True
sk,대리점,간월LPG충전소,충남 서산시부석면 창리 262-10,126.38731958541958,36.61919380564744,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_gimi9,ok,F000088,True
sk,대리점,강경가스충전소,충남 논산시 강경읍 채산리 549-10,127.01102620448556,36.15107684523861,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_gimi9,ok,F000089,True
sk,대리점,경기충전소,경기도 수원시 권선구 서둔동 79-13,126.98871252648075,37.26024245419104,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_gimi9,ok,F000090,True
sk,대리점,경북광유 보문충전소,경북 경주시 천군동 206-13,129.2863354661734,35.83546553337337,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_gimi9,ok,F000091,True
sk,대리점,경북광유(주)단지주유소,경북 포항시 동촌동 1011-1,129.3811601352101,36.00279593213594,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_gimi9,ok,F000092,True
sk,대리점,경북광유(주)달구벌충전소,대구광역시 동구 방촌동 919-7,128.66309387445904,35.88283620492623,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_gimi9,ok,F000093,True
sk,대리점,경북광유(주)신도시충전소,경북 김천시 신음동 1043-4,128.1176363157869,36.13048480947312,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_gimi9,ok,F000094,True
sk,대리점,경북광유㈜,대구 중구 동인동 2가 25,128.6007814,35.8696195,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_naver,ok,F000095,True
sk,대리점,경북광유㈜,대구 중구 동인동2가 25,128.6007814,35.8696195,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_naver,ok,F000096,True
sk,대리점,경산주유소,경북 경산 진량면 신상리 995-3,,,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_naver,Naver 결과 없음,F000097,False
